date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-04-29 18:03:26,Hazeleyed_jay,,0,0,0,"Too many emotions to handle",,,,1255558323274997760,https://twitter.com/Hazeleyed_jay/status/1255558323274997760
2020-04-29 18:03:26,idothedunking,NotLukass,0,0,0,"Or he’s knocked up",,,,1255558323111411712,https://twitter.com/idothedunking/status/1255558323111411712
2020-04-29 18:03:25,Scottcoby1,critic_swedish,0,0,0,"Fair enough. Get back to me in 20 years and we can compare notes on which country's kids are more fucked up.",,,,1255558320523444224,https://twitter.com/Scottcoby1/status/1255558320523444224
2020-04-29 18:03:25,linda17381114,barbarawaxer,0,0,0,"Whos response mine",,,,1255558320208961539,https://twitter.com/linda17381114/status/1255558320208961539
2020-04-29 18:03:25,JaredRanahan,,0,0,0,"My latest Forbes story detailing the history of @CusterStatePark, the oldest and largest wildlife preserve in @SouthDakota. The park is currently welcoming a new generation of baby bison, just one of the many species that call South Dakota home https://www.forbes.com/sites/jaredranahan/2020/04/29/custer-state-park-south-dakota-best-animal-wildlife-experiences/#517b261572c8 …",,@CusterStatePark @SouthDakota,#517b261572c8,1255558319869005824,https://twitter.com/JaredRanahan/status/1255558319869005824
2020-04-29 18:03:25,BurkeDoesWorkk,AdamSchefter,0,0,0,"Goodell really buying likes",,,,1255558319642738691,https://twitter.com/BurkeDoesWorkk/status/1255558319642738691
2020-04-29 18:03:24,Carl_Regolino,BethanyS24,0,0,0,"Anyone in Maine want company?",,,,1255558318380273665,https://twitter.com/Carl_Regolino/status/1255558318380273665
2020-04-29 18:03:24,TVMcGee,,0,0,0,"The next door neighbor is blasting Maroon 5’s “Memories” on infinite loop, send help.",,,,1255558317516173317,https://twitter.com/TVMcGee/status/1255558317516173317
2020-04-29 18:03:24,walyix,Gorgeous_ew,0,0,0,"غارو من ولدنا",,,,1255558316471865345,https://twitter.com/walyix/status/1255558316471865345
2020-04-29 18:03:24,newbury_eric,newbury_eric,0,0,0,"...dragged people out of their homes kicking and screaming for the sake of externalities. Perhaps we can get someone to give you the same treatment.",,,,1255558315599368198,https://twitter.com/newbury_eric/status/1255558315599368198
2020-04-29 18:03:24,TheMadMaxwell,pokeprincxss,0,0,0,"But more importantly...who cares and how does it affect her life at all even if you were sleeping with them?",,,,1255558314995453953,https://twitter.com/TheMadMaxwell/status/1255558314995453953
2020-04-29 18:03:22,IsaacSchutz,kateleth,0,0,0,"The ratio says it all",,,,1255558309727387653,https://twitter.com/IsaacSchutz/status/1255558309727387653
2020-04-29 18:03:22,DR3IDY,StephMechutan,0,0,0,"But they’re polarized to protect your eyes....but seriously why the fuck is this happening to everyone",,,,1255558307131072514,https://twitter.com/DR3IDY/status/1255558307131072514
2020-04-29 18:03:21,petemrogers,,0,0,0,"unsurprisingly, this is my attempt at writing a n’keal harry breakout season into existencehttps://www.faketeams.com/2020/4/29/21241121/fantasy-football-players-set-to-breakout-sophomore-season?utm_campaign=petemrogers&utm_content=chorus&utm_medium=social&utm_source=twitter …",,,,1255558304266362881,https://twitter.com/petemrogers/status/1255558304266362881
2020-04-29 18:03:20,TomSullBoston,NYGovCuomo,0,0,0,"pic.twitter.com/0T8jd704Vy",,,,1255558301800189954,https://twitter.com/TomSullBoston/status/1255558301800189954
2020-04-29 18:03:20,jojomaura,greggutfeld,0,0,0,"YOU ROCK!",,,,1255558301644992512,https://twitter.com/jojomaura/status/1255558301644992512
2020-04-29 18:03:20,Un78May,alithesecond1,0,0,0,"شكلهم راح يطلعون هم المتظاهرين واللي يردون وطن واحنه الولائية ونلطم على الذيول",,,,1255558300990464001,https://twitter.com/Un78May/status/1255558300990464001
2020-04-29 18:03:20,meltedbajablast,unknownhexgirl,0,0,0,"",,,,1255558300264992772,https://twitter.com/meltedbajablast/status/1255558300264992772
2020-04-29 18:03:20,x_SweetShort,Naaanaaaa__,0,0,0,"girl she almost cussed me out like ma'am i can't control my dreams",,,,1255558300197945345,https://twitter.com/x_SweetShort/status/1255558300197945345
2020-04-29 18:03:20,BrkfstClubBos,,0,0,0,"Try to professionally plate your next takeout meal -- it can turn any dish into a masterpiece!pic.twitter.com/12xdP8M6eV",,,,1255558299568791553,https://twitter.com/BrkfstClubBos/status/1255558299568791553
2020-04-29 18:03:20,EmpressRandom,,0,0,0,"Except for one tiny, uninhabited, ice covered island called Bouvet Island belonging to Norway, there wasn’t a single square foot of land in this immense expanse of ocean. I could pay off the Norwegians later.",,,,1255558298163654656,https://twitter.com/EmpressRandom/status/1255558298163654656
2020-04-29 18:03:19,Sej_Singh,saloneee,0,0,0,"I just ordered States of Dependency for post-finals reading!",,,,1255558296045568002,https://twitter.com/Sej_Singh/status/1255558296045568002
2020-04-29 18:03:18,AMLandryMD,UREssien,0,0,0,"Institutions should do this by supporting folks through salary support, recognition at the same level as work(if not higher), and consideration as a part of promotion.",,,,1255558293503848450,https://twitter.com/AMLandryMD/status/1255558293503848450
2020-04-29 18:03:18,Garrett_Cronin,,0,0,0,"I will not throw 10k on the 30/1 horse. I will not throw 10k on the 30/1 horse. I will not throw 10k on the 30/1 horse. I will not throw 10k on the 30/1 horse. I will not throw 10k on the 30/1 horse. I will not throw 10k on the 30/1 horse. I will not throw 10k on the 30/1 horse.",,,,1255558292975374337,https://twitter.com/Garrett_Cronin/status/1255558292975374337
2020-04-29 18:03:18,BurnsPhone,NERevsRumor,0,0,0,"pic.twitter.com/14iZdH6zxy",,,,1255558291423461381,https://twitter.com/BurnsPhone/status/1255558291423461381
2020-04-29 18:03:18,camp1020,NYGovCuomo,0,0,0,"https://twitter.com/nygovcuomo/status/1255557850031677441 …",,,,1255558290710372352,https://twitter.com/camp1020/status/1255558290710372352
2020-04-29 18:03:18,tparsons10,salemnewssports,0,0,0,"I’ve never seen someone dominate with non-powerful stuff as much as Brandon Hyde did his whole career. Faced off against him 5-6 times throughout my life and it was always a BATTLE",,,,1255558290496524288,https://twitter.com/tparsons10/status/1255558290496524288
2020-04-29 18:03:17,ezlazar,,0,0,0,"#Patriots all-decade team for the 2010s on defense: DE: Chandler Jones, Trey Flowers DT: Wilfork, Lawrence Guy OLB: Van Noy, Ninkovich ILB: Mayo, Hightower CB: Gilmore, Butler S: McCourty, Chung",,,#Patriots,1255558289406001153,https://twitter.com/ezlazar/status/1255558289406001153
2020-04-29 18:03:17,WZBC_Live,,0,0,0,"Crisis - UK 78",,,,1255558288567083008,https://twitter.com/WZBC_Live/status/1255558288567083008
2020-04-29 18:03:17,MikeReiss,,0,3,2,"Patriots 2010s All-Decade Team:pic.twitter.com/t89ZYqOpo5",,,,1255558288013475841,https://twitter.com/MikeReiss/status/1255558288013475841
2020-04-29 18:03:17,jude13jd,MoxTariq,0,0,0,"يب",,,,1255558287430385665,https://twitter.com/jude13jd/status/1255558287430385665
2020-04-29 18:03:17,TheRealPooley39,smFISHMAN,0,0,0,"I still watch because I enjoy it but it’s not the same without a crowd",,,,1255558287271043080,https://twitter.com/TheRealPooley39/status/1255558287271043080
2020-04-29 18:03:17,omgwtfskittles,ShadySpotlight,0,0,0,"there is a very clear divide there lol",,,,1255558287170338818,https://twitter.com/omgwtfskittles/status/1255558287170338818
2020-04-29 18:03:16,CallaWalsh,,0,0,0,"why do men",,,,1255558284356001792,https://twitter.com/CallaWalsh/status/1255558284356001792
2020-04-29 18:03:16,MrsPinetteSHS,Sachempride,0,0,0,"Very proud of you Matt! Congratulations!https://twitter.com/sachempride/status/1255544304203902976 …",,,,1255558282795716608,https://twitter.com/MrsPinetteSHS/status/1255558282795716608
2020-04-29 18:03:16,EmmaYourFriend,,0,0,0,"@heyernold worm check",,@heyernold,,1255558282388877313,https://twitter.com/EmmaYourFriend/status/1255558282388877313
2020-04-29 18:03:16,NequaPretty,,0,1,0,"Theres So much bread out here that can be made",,,,1255558282326016002,https://twitter.com/NequaPretty/status/1255558282326016002
2020-04-29 18:03:16,Confcarepackage,Robyn_WINH,0,0,0,"They are my jam! Let me know if you have anyone looking to create a custom conference care package. Just don't ask for toilet paper, handsanitizer or yeast. #expochat",,,#expochat,1255558281751388160,https://twitter.com/Confcarepackage/status/1255558281751388160
2020-04-29 18:03:16,ArchivaLiam,MCgetting,0,0,0,"I'm a grandchild of a Pennsylvanian and I want to hear this album!https://twitter.com/MCgetting/status/1254887545722171392 …",,,,1255558281675735042,https://twitter.com/ArchivaLiam/status/1255558281675735042
2020-04-29 18:03:16,mariijane7,JaJaydov,0,0,0,"It’s really not. It takes 15 seconds to add something to your bookmarks.",,,,1255558281315127301,https://twitter.com/mariijane7/status/1255558281315127301
2020-04-29 18:03:15,Hush2k_,HoodieBax,1,0,0,"No way",,,,1255558280547532802,https://twitter.com/Hush2k_/status/1255558280547532802
2020-04-29 18:03:15,PepperPell,LEAD_Coalition,0,0,0,"#CureHD #Jhdkids #huntingtonsdisease #blueandpurple #wehaveaface #HDresearchselfiehttps://twitter.com/LEAD_Coalition/status/1255471644606377988 …",,,#CureHD #Jhdkids #huntingtonsdisease #blueandpurple #wehaveaface #HDresearchselfiehttps,1255558280371298305,https://twitter.com/PepperPell/status/1255558280371298305
2020-04-29 18:03:15,ioanahobai,robinarosenthal,0,0,0,"Thanks, Robin! Yay!",,,,1255558278127529988,https://twitter.com/ioanahobai/status/1255558278127529988
2020-04-29 18:03:15,manonhisown,paleopaws,0,0,0,"glad to see he's still dressed for this glorious spring weather we've been having! Can't wait to get back there.",,,,1255558277972332552,https://twitter.com/manonhisown/status/1255558277972332552
2020-04-29 18:03:15,frank_novio,7News,0,0,0,"The inference being that, at any point, should the medical community dictate their fear of not being able to handle an influx, he will immediately revoke our civil rights again? this despite his metrics yielding 70% of deaths are nursing home patients. Where is the ACLU?!",,,,1255558277573869569,https://twitter.com/frank_novio/status/1255558277573869569
2020-04-29 18:03:15,moe31bradley,StopItGoalies,0,0,0,"Fascinating article and I agree we are in a day in age where multiple goalies are an asset rather than a burden to our rosters. @johnsoxqhttps://twitter.com/stopitgoalies/status/1255551192878456832 …",,@johnsoxqhttps,,1255558276978225157,https://twitter.com/moe31bradley/status/1255558276978225157
2020-04-29 18:03:14,femaregion1,GovNedLamont,0,0,0,"Connecticut:https://twitter.com/GovNedLamont/status/1255542089435303936 …",,,,1255558275971657732,https://twitter.com/femaregion1/status/1255558275971657732
2020-04-29 18:03:14,CeltraMobile,,0,0,0,"You CAN launch an all-star campaign at a low cost. Want some proof? Take it from Burger King, Casper, IHOP, Tinder, and GoPro!https://hubs.ly/H0pjMGK0",,,,1255558275157897216,https://twitter.com/CeltraMobile/status/1255558275157897216
2020-04-29 18:03:14,Elemental_io,,0,0,0,"Very exciting news from @@@cxociety. Congratulations to @JoinSmartLabs on your expansion into Taiwan. https://bit.ly/3bNHcxP #iot #pharma #lifescience",,@ @ @cxociety @JoinSmartLabs,#iot #pharma #lifescience,1255558275048841216,https://twitter.com/Elemental_io/status/1255558275048841216
2020-04-29 18:03:14,sjccorn,natterjee,0,0,0,"I took Timothy’s ethnography class at the New School, and this is an amazing, visceral #ethnography to feel, smell, and see the inhumane working conditions & industrialized killing in meat plants in America’s mainland (and how concealment is key to their operation)https://twitter.com/natterjee/status/1255434419009183744 …",,,#ethnography,1255558274797240320,https://twitter.com/sjccorn/status/1255558274797240320
2020-04-29 18:03:14,TarxanDon,Khydill,0,0,0,"goodnighthttps://twitter.com/khydill/status/1255199543244840960 …",,,,1255558273861910529,https://twitter.com/TarxanDon/status/1255558273861910529
2020-04-29 18:03:12,ndiorio34,kelkiiii,0,0,0,"I mean not really lol. You said dog people think cats don’t care about their respective owners. I don’t think that’s true as a whole. I just think cats are overall less affectionate to people than dogs which is definitely the truth. There are literally studies about it",,,,1255558267419406337,https://twitter.com/ndiorio34/status/1255558267419406337
2020-04-29 18:03:12,LindSoSmoove,mdog8224,0,0,0,"pic.twitter.com/qWkcv6CUO9",,,,1255558266639265792,https://twitter.com/LindSoSmoove/status/1255558266639265792
2020-04-29 18:03:11,nlacara1,aaronsteven,0,0,0,"Wow, I had actually forgotten about doing that. Funny thing is I actually probably still have some photocopies of those photocopies in a box in the closet.",,,,1255558263644590081,https://twitter.com/nlacara1/status/1255558263644590081
2020-04-29 18:03:10,Big_Daddy_Vee,,0,0,0,"lifetime movies about cheerleading are so true , The parents are so disgusting and vicious and will literally KILL for their child to be the best cheerleader and I’ve seen it with my own two eyes .",,,,1255558257382510593,https://twitter.com/Big_Daddy_Vee/status/1255558257382510593
2020-04-29 18:03:10,ohelmer_,,0,0,0,"sometimes I wish I was a robot or sum , so when I wanted to go to sleep I could just press the off button.",,,,1255558257172713481,https://twitter.com/ohelmer_/status/1255558257172713481
2020-04-29 18:03:10,JF_Laycee,LouMerloni,0,0,0,"Fortunately MAYOR Walsh doesn’t have the authority to open and close MA.",,,,1255558256765865985,https://twitter.com/JF_Laycee/status/1255558256765865985
2020-04-29 18:03:09,x0oMichelleA,,0,0,0,"pic.twitter.com/QTVoogN8ZH",,,,1255558253108396034,https://twitter.com/x0oMichelleA/status/1255558253108396034
2020-04-29 18:03:08,tonyphamdesign,,0,0,0,"Graphics Then vs Graphics Nowpic.twitter.com/9VEpVMaKJH",,,,1255558251606835200,https://twitter.com/tonyphamdesign/status/1255558251606835200
2020-04-29 18:03:07,lisathemadroad,,0,0,0,"Randal: Wow, you have lost weight. Me:pic.twitter.com/gcDjmfLZ91",,,,1255558245659430917,https://twitter.com/lisathemadroad/status/1255558245659430917
2020-04-29 18:03:07,ECrumrine,Almondrobopanda,0,0,1,"It very well could be, but just based on their normal lineup of games, this feels... very underwhelming.",,,,1255558245520941057,https://twitter.com/ECrumrine/status/1255558245520941057
2020-04-29 18:03:07,hispavoice,mbruceabbott,0,0,0,"I just listened to some of your demos... Great work, especially on the eLearning front. I will keep your site on my favs for guidance and inspiration. ¡Un saludo! -Iñigo Javaloyes",,,,1255558245105745926,https://twitter.com/hispavoice/status/1255558245105745926
2020-04-29 18:03:06,ham_sculpture,,0,0,0,"Honore Gabriel de Riqueti, Comte de Mirabeau (1749-1791), Unidentified Artist, 18th century https://www.harvardartmuseums.org/collections/object/229916 … #harvardartmuseums #museumarchivepic.twitter.com/oC3MkCzxX7",,,#harvardartmuseums #museumarchivepic,1255558243042103303,https://twitter.com/ham_sculpture/status/1255558243042103303
2020-04-29 18:03:06,HenriqueA_FO,,0,0,0,"N é possível q gastei 90 reais em 1 skin de 1 arma",,,,1255558240626245635,https://twitter.com/HenriqueA_FO/status/1255558240626245635
2020-04-29 18:03:06,mikewichter,KJS407,0,0,0,"wore my bathrobe to a Microsoft office meeting today.",,,,1255558239258906624,https://twitter.com/mikewichter/status/1255558239258906624
2020-04-29 18:03:05,obsequiousgoose,jurisdrsalinger,0,0,0,":)",,,,1255558238734618628,https://twitter.com/obsequiousgoose/status/1255558238734618628
2020-04-29 18:03:05,WZBC_Live,,0,0,0,"Crisis - UK 79",,,,1255558238013136896,https://twitter.com/WZBC_Live/status/1255558238013136896
2020-04-29 18:03:04,rissssy_,smokaahontas_x,0,0,0,"wtf u talking about lol",,,,1255558234217132032,https://twitter.com/rissssy_/status/1255558234217132032
2020-04-29 18:03:04,davisfamilytwit,,0,0,0,"Check the picture at my house today. Temp: 61.34 Pressure: 30.28 Humidity: 44 UVIndex: 11+pic.twitter.com/zbBwGda4V5",,,,1255558233827180545,https://twitter.com/davisfamilytwit/status/1255558233827180545
2020-04-29 18:03:04,markroberge,,0,0,0,"The Burn Multiple https://hubs.ly/H0pWtq60 via @DavidSacks",,@DavidSacks,,1255558232891961344,https://twitter.com/markroberge/status/1255558232891961344
2020-04-29 18:03:04,LoomisSayles,,0,0,0,"Challenges & opportunities: read the latest views on #market volatility and COVID-19 from Matt Eagan, Dan Fuss, Brian Kennedy & Elaine Stokes:https://hubs.ly/H0pLR_c0",,,#market,1255558232870916105,https://twitter.com/LoomisSayles/status/1255558232870916105
2020-04-29 18:03:04,x3aff,loov7_,1,0,0,"نصاب توه متابعني قبل شوي سري",,,,1255558231532998656,https://twitter.com/x3aff/status/1255558231532998656
2020-04-29 18:03:03,rawanmusa_,pulte,0,0,0,"$Rawan791 !!!",,,,1255558230618619912,https://twitter.com/rawanmusa_/status/1255558230618619912
2020-04-29 18:03:03,ThatDaveBrown,ThatDaveBrown,0,0,0,"State X: If we don’t take steps to prepare, we won’t have enough ventilators. MHB: It’s just turtle flu! *State X takes steps to prepare, ensuring it has enough ventilators* MHB: See, they were worried about nothing!",,,,1255558230438219778,https://twitter.com/ThatDaveBrown/status/1255558230438219778
2020-04-29 18:03:03,JoyAW77,mdnij34,0,0,0,"Isn’t there a really rough prison in Moscow? He should go there.",,,,1255558229859487747,https://twitter.com/JoyAW77/status/1255558229859487747
2020-04-29 18:03:03,WillManidis,bznotes,0,0,0,"there are many ways to read the resdesivir data, but this isn't one of them. it's clearly not a home run but looks active and can be part of a set of tools that are critical to lowering our risk into the fall.https://www.statnews.com/2020/04/29/gilead-says-critical-study-of-covid-19-drug-shows-patients-are-responding-to-treatment/ …",,,,1255558227456135168,https://twitter.com/WillManidis/status/1255558227456135168
2020-04-29 18:03:03,DN14110,FortniteGame,0,0,0,"pic.twitter.com/5xkPME6xrO",,,,1255558227376377857,https://twitter.com/DN14110/status/1255558227376377857
2020-04-29 18:03:03,JimmCarney,,0,0,0,"Mask on. Fuck it. Mask off. (actually that will be $300 fine. so please leave your mask on mr. prescription drug dealer) #future",,,#future,1255558226910810115,https://twitter.com/JimmCarney/status/1255558226910810115
2020-04-29 18:03:02,HeartEyes4Brady,davethegr8one,0,0,0,"Oh I bet",,,,1255558225841328130,https://twitter.com/HeartEyes4Brady/status/1255558225841328130
2020-04-29 18:03:02,VincentSophuok,,0,0,0,"Look at Clyde and Simon, already becoming good friends! #TheLoudHousepic.twitter.com/1E35Jh3DVD",,,#TheLoudHousepic,1255558222754263055,https://twitter.com/VincentSophuok/status/1255558222754263055
2020-04-29 18:03:01,agencycompile,,0,0,0,"Compiled Case Study: See how @HeroDigitalHQ partnered with Comcast to give customers the control they craved.https://herodigital.com/work/comcast/",,@HeroDigitalHQ,,1255558221692956673,https://twitter.com/agencycompile/status/1255558221692956673
2020-04-29 18:03:01,jtcaballero_,integratingfran,0,0,0,"Made broccoli too and mixed them together my meals",,,,1255558221319876623,https://twitter.com/jtcaballero_/status/1255558221319876623
2020-04-29 18:03:01,geoffreylitt,,0,0,0,"I'll be discussing my workshop paper on Wildcard (https://www.geoffreylitt.com/wildcard/salon2020/ …) but also sharing some more recent work from past couple months. May include this graphic in my slides, TBD...pic.twitter.com/KfaO1R2Q8S",,,,1255558220594253827,https://twitter.com/geoffreylitt/status/1255558220594253827
2020-04-29 18:03:00,geoffreylitt,,1,0,0,"So excited for these other talks too, check out those titles...pic.twitter.com/KX8uXVISUL",,,,1255558218056642561,https://twitter.com/geoffreylitt/status/1255558218056642561
2020-04-29 18:03:00,geoffreylitt,,1,0,0,"Excited for Convivial Computing Salon next week: virtual workshop on democratizing software, open to the public! I'm speaking Tuesday @12pm ET about Wildcard and spreadsheet-driven customization of web apps, would love to see you there. Details:https://docs.google.com/spreadsheets/d/1tuyRit9qQN1kwckS3rND8GmvSKPo-qBJW8aroEIwFt8/edit#gid=0 …",,@12pm,#gid,1255558216999723014,https://twitter.com/geoffreylitt/status/1255558216999723014
2020-04-29 18:03:00,growbetterhsfx,,0,0,0,"Leading a Startup is already an immensely complex job and it's even harder during big macroeconomic crisis. Check this great post on how to lead during crisis by @firstround https://firstround.com/review/the-founders-field-guide-for-navigating-this-crisis-advice-from-recession-era-leaders-investors-and-ceos-currently-at-the-helm/ …pic.twitter.com/G1Kgjw4y3H",,@firstround,,1255558215120482305,https://twitter.com/growbetterhsfx/status/1255558215120482305
2020-04-29 18:03:00,pranobbm,,0,0,0,"Boosie said money drying up for artist right now. As much as lil baby might have been joking that shit some industry artist next reality to figure out a bag",,,,1255558215015817216,https://twitter.com/pranobbm/status/1255558215015817216
2020-04-29 18:03:00,TracyS_Writer,BrainofBryn,0,0,0,"Yes. Tomorrow. I don’t recommend moving during a pandemic. But this was unavoidable, and has a happy ending.",,,,1255558214877356033,https://twitter.com/TracyS_Writer/status/1255558214877356033
2020-04-29 18:03:00,AlisteMarketing,,0,0,0,"We love tips like this. Does anyone else use the one-minute rule? Hang up your coat, send that drafted email, clean off your desk... your future self will thank you! via @GretchenRubinpic.twitter.com/rg6LU1U1iF",,@GretchenRubinpic,,1255558214738984961,https://twitter.com/AlisteMarketing/status/1255558214738984961
2020-04-29 18:02:59,thansen56,Mc_Driver,0,0,0,"Spotter chatter .... ""I am pitting for new tires""",,,,1255558213560401924,https://twitter.com/thansen56/status/1255558213560401924
2020-04-29 18:02:59,aaaamhim,,0,0,0,"$NSPX #BIOTECH GEM at BOTTOM being UNNOTICED $IKTO $CELZ $TPNI $LEAS $ZRMK $GRSO $EMPM $UPIN $STTH $MXMG $KRFG $EQLB $CLSI $GIFX $ACRL $TTCM $ZMRK $SBES $PWDY $DLCR $APHD $DCGD $ACCR $OPTI $PLCI $ALPP $EXLA $UNRG $FNKO $FTXP $CYIO $SETO $AIHS $TORC $AFOM $VERB $SBES $CDIXpic.twitter.com/5UNLGtyARe",,,#BIOTECH,1255558213136678913,https://twitter.com/aaaamhim/status/1255558213136678913
2020-04-29 18:02:59,RedJavelin,,0,0,0,"Our #client VCTI shared 4 steps to better #broadband services in @GCNtech https://hubs.ly/H0p-GSd0",,@GCNtech,#client #broadband,1255558212000104453,https://twitter.com/RedJavelin/status/1255558212000104453
2020-04-29 18:02:58,YissyC,charlieimages_,0,0,0,"Y los que están con ella muerto de risa yo no le veo el chiste. Cada loco con su show.",,,,1255558207956803584,https://twitter.com/YissyC/status/1255558207956803584
2020-04-29 18:02:58,LowellSpin,,0,0,0,"of the Month + a new video show at @knndystudios with some familiar songshttps://lowellspin.com/2020/04/photo-of-the-month-april-2020/ …",,@knndystudios,,1255558207499632641,https://twitter.com/LowellSpin/status/1255558207499632641
2020-04-29 18:02:57,_AndrewCallahan,,0,0,0,"Tom Brady, Julian Edelman lead #Patriots 2010s All-Decade team https://www.bostonherald.com/2020/04/29/tom-brady-julian-edelman-lead-patriots-2010s-all-decade-team/ …pic.twitter.com/a0e4QJ0ArI",,,#Patriots,1255558205272395781,https://twitter.com/_AndrewCallahan/status/1255558205272395781
2020-04-29 18:02:57,DoctorSwagPants,naiyasierra,0,0,0,"Photographers who only take pictures of naked girls are the goofiest mfers on earthhttps://twitter.com/naiyasierra/status/1255187754662723585 …",,,,1255558204341325824,https://twitter.com/DoctorSwagPants/status/1255558204341325824
